epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.4166,1.76624,3.30386,1.80571,0.0037,0.47934,0.02814,0.00988,2.1331,3.70036,2.32879,0.08416,0.00016,0.00016
2,34.1434,1.34794,2.20102,1.48234,0.00506,0.47285,0.09224,0.02806,2.37496,3.77994,3.28478,0.0673267,0.000326733,0.000326733
3,45.5138,1.27629,1.79207,1.457,0.05131,0.07278,0.0279,0.00917,2.50381,4.1006,3.38572,0.0504901,0.0004901,0.0004901
4,57.3432,1.26389,1.61463,1.43543,0.6299,0.37443,0.4197,0.19064,1.93663,2.19717,1.96561,0.0336501,0.000650101,0.000650101
5,70.3106,1.26784,1.51063,1.42202,0.66696,0.42934,0.50512,0.25605,1.79048,2.69122,1.79291,0.0168067,0.000806736,0.000806736
6,82.8706,1.2899,1.54812,1.45262,0.4845,0.33991,0.3467,0.18032,1.73053,2.57533,1.77763,0.0009505,0.0009505,0.0009505
7,93.0523,1.26083,1.46144,1.43217,0.66521,0.45153,0.50116,0.22886,1.83614,2.8497,1.95271,0.0009406,0.0009406,0.0009406
8,105.564,1.23495,1.37969,1.39941,0.7121,0.32731,0.43944,0.24744,1.61046,2.27102,1.75093,0.0009307,0.0009307,0.0009307
9,120.362,1.24253,1.35371,1.4111,0.56841,0.48369,0.49503,0.23816,1.78492,1.80509,1.88964,0.0009208,0.0009208,0.0009208
10,130.757,1.22056,1.34128,1.41315,0.56222,0.53788,0.53182,0.30117,1.54872,1.72394,1.59612,0.0009109,0.0009109,0.0009109
11,142.545,1.19355,1.28885,1.37599,0.51904,0.55328,0.53799,0.31529,1.42611,1.54617,1.593,0.000901,0.000901,0.000901
12,154.442,1.17664,1.26652,1.38933,0.60928,0.52869,0.55344,0.29932,1.49874,1.67276,1.56636,0.0008911,0.0008911,0.0008911
13,166.918,1.1625,1.28081,1.33939,0.37151,0.55384,0.33725,0.18168,1.56939,2.75344,1.61804,0.0008812,0.0008812,0.0008812
14,179.322,1.13288,1.25532,1.32956,0.6605,0.60692,0.61534,0.37448,1.32506,1.47988,1.38929,0.0008713,0.0008713,0.0008713
15,193.236,1.09999,1.18004,1.31319,0.70802,0.59568,0.62278,0.39837,1.25826,1.33749,1.35705,0.0008614,0.0008614,0.0008614
16,203.613,1.11564,1.16279,1.33093,0.75431,0.56418,0.63612,0.39127,1.23575,1.23423,1.35292,0.0008515,0.0008515,0.0008515
