epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.216,1.76624,3.30386,1.80571,0.0037,0.47934,0.02814,0.00988,2.1331,3.70036,2.32879,0.08416,0.00016,0.00016
2,33.4045,1.34642,2.20398,1.48396,0.00483,0.42975,0.05979,0.01821,2.27049,4.12458,3.02862,0.0673256,0.000325644,0.000325644
3,45.15,1.28413,1.8037,1.47513,0.21172,0.1081,0.06447,0.0235,2.463,3.86137,2.94746,0.0504868,0.0004868,0.0004868
4,58.5268,1.28843,1.62986,1.44918,0.69026,0.34413,0.39981,0.17267,2.07514,2.37886,2.16187,0.0336435,0.000643468,0.000643468
5,70.93,1.26339,1.54086,1.43244,0.64308,0.44253,0.48925,0.23096,1.97561,2.34789,1.98238,0.0167956,0.000795648,0.000795648
6,81.81,1.28896,1.54262,1.44939,0.51589,0.5204,0.51539,0.27253,1.69811,1.97037,1.76341,0.000934,0.000934,0.000934
7,93.3768,1.26646,1.45421,1.42299,0.56233,0.50869,0.53276,0.28825,1.67329,2.0455,1.76772,0.0009208,0.0009208,0.0009208
8,105.43,1.21389,1.37764,1.39413,0.67461,0.31205,0.27114,0.13889,1.75135,4.09025,1.88168,0.0009076,0.0009076,0.0009076
9,119.454,1.24891,1.39571,1.41201,0.58234,0.55049,0.56411,0.33849,1.38208,1.49493,1.46425,0.0008944,0.0008944,0.0008944
10,130.47,1.22084,1.34539,1.41831,0.6059,0.49867,0.54209,0.29278,1.61291,1.70956,1.60265,0.0008812,0.0008812,0.0008812
11,143.114,1.18406,1.27177,1.37389,0.48776,0.48936,0.48765,0.26352,1.63783,1.78578,1.72812,0.000868,0.000868,0.000868
12,155.272,1.19323,1.278,1.38906,0.50531,0.59193,0.52989,0.30476,1.47013,1.88398,1.522,0.0008548,0.0008548,0.0008548
13,166.024,1.14074,1.22118,1.32356,0.4324,0.55155,0.42194,0.2279,1.4894,1.72805,1.5408,0.0008416,0.0008416,0.0008416
14,178.081,1.12483,1.2221,1.32746,0.7429,0.60819,0.69364,0.40756,1.37135,1.24038,1.43544,0.0008284,0.0008284,0.0008284
15,192.54,1.1133,1.16189,1.33315,0.64004,0.66074,0.64594,0.35772,1.52427,1.36203,1.59914,0.0008152,0.0008152,0.0008152
16,203.332,1.11639,1.13344,1.33173,0.73873,0.66457,0.70715,0.38975,1.55874,1.27224,1.60028,0.000802,0.000802,0.000802
17,215.747,1.10199,1.14966,1.31996,0.59968,0.61904,0.62202,0.37393,1.41153,1.46422,1.45721,0.0007888,0.0007888,0.0007888
18,228.767,1.09051,1.09201,1.30757,0.72562,0.58772,0.63733,0.39865,1.24052,1.39063,1.33953,0.0007756,0.0007756,0.0007756
19,241.664,1.10488,1.12098,1.31257,0.73396,0.61691,0.68858,0.40384,1.44437,1.28267,1.47338,0.0007624,0.0007624,0.0007624
20,254.885,1.06378,1.07398,1.29939,0.69975,0.64864,0.69724,0.40328,1.47228,1.18816,1.45601,0.0007492,0.0007492,0.0007492
21,264.946,1.08901,1.06924,1.31441,0.6685,0.54735,0.59766,0.33567,1.49739,1.36144,1.48517,0.000736,0.000736,0.000736
22,276.603,1.10946,1.04568,1.32038,0.65668,0.6345,0.66981,0.40533,1.3929,1.20701,1.3858,0.0007228,0.0007228,0.0007228
23,289.382,1.04069,0.99536,1.28417,0.78051,0.64216,0.69747,0.42167,1.37213,1.22592,1.3642,0.0007096,0.0007096,0.0007096
24,301.046,1.06628,1.06852,1.29121,0.78815,0.63331,0.70749,0.45001,1.2662,1.16162,1.308,0.0006964,0.0006964,0.0006964
25,312.469,1.05047,1.01121,1.28818,0.7546,0.64262,0.71694,0.47231,1.12692,0.97821,1.24887,0.0006832,0.0006832,0.0006832
26,325.76,1.03407,0.95971,1.26324,0.63965,0.64401,0.69713,0.44213,1.20454,1.01613,1.2778,0.00067,0.00067,0.00067
27,342.007,1.04211,0.97025,1.28127,0.69078,0.65722,0.70681,0.45038,1.34686,1.10352,1.38579,0.0006568,0.0006568,0.0006568
28,352.297,1.03104,0.92715,1.25567,0.76969,0.61968,0.70692,0.42197,1.47558,1.02671,1.4743,0.0006436,0.0006436,0.0006436
29,365.952,1.02541,0.94408,1.27363,0.83053,0.65882,0.7724,0.46432,1.42576,0.90678,1.42497,0.0006304,0.0006304,0.0006304
30,376.377,1.01428,0.94551,1.26018,0.79449,0.62387,0.76035,0.51978,1.0673,0.91762,1.20147,0.0006172,0.0006172,0.0006172
31,390.956,1.01887,0.93156,1.25685,0.82265,0.70729,0.76964,0.51386,1.09682,0.88883,1.21041,0.000604,0.000604,0.000604
32,403.066,0.99304,0.91782,1.24412,0.76719,0.67104,0.74491,0.48268,1.26148,0.98625,1.30132,0.0005908,0.0005908,0.0005908
