epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.6216,1.92519,3.3866,1.88896,0.00258,0.43496,0.03148,0.00782,2.81539,5.19042,2.71299,0.084016,1.6e-05,1.6e-05
2,57.5015,1.4822,2.82938,1.53361,0.00413,0.62705,0.03006,0.01022,2.68221,3.69446,2.7673,0.0670327,3.26733e-05,3.26733e-05
3,78.9225,1.4439,2.54533,1.48781,0.021,0.64186,0.1346,0.08502,1.29433,3.03237,1.35098,0.050049,4.901e-05,4.901e-05
4,101.4,1.38801,2.42437,1.48902,0.32713,0.18095,0.19731,0.12856,1.01676,2.49641,1.18671,0.033065,6.50101e-05,6.50101e-05
5,126.754,1.34933,2.30394,1.49224,0.38911,0.30587,0.29428,0.20387,0.97626,2.25638,1.17612,0.0160807,8.06736e-05,8.06736e-05
6,147.895,1.33142,2.23453,1.48656,0.30002,0.44362,0.31022,0.21575,0.9685,1.99896,1.18135,9.505e-05,9.505e-05,9.505e-05
7,170.532,1.3238,2.14037,1.47232,0.34161,0.51219,0.41111,0.29029,0.98301,1.85369,1.19619,9.406e-05,9.406e-05,9.406e-05
8,190.939,1.31098,2.06014,1.44461,0.39106,0.45479,0.41701,0.28732,0.94333,1.7902,1.19471,9.307e-05,9.307e-05,9.307e-05
9,215.982,1.25682,1.98913,1.41219,0.55161,0.41522,0.4827,0.35691,0.94949,1.62163,1.18652,9.208e-05,9.208e-05,9.208e-05
10,236.716,1.26704,1.94437,1.39964,0.47011,0.50893,0.48979,0.34992,0.92139,1.59376,1.18192,9.109e-05,9.109e-05,9.109e-05
11,261.478,1.27775,1.90755,1.41298,0.49045,0.51179,0.52717,0.38173,0.95396,1.51733,1.17234,9.01e-05,9.01e-05,9.01e-05
12,285.549,1.28387,1.90157,1.41405,0.51957,0.48774,0.49994,0.36992,0.88482,1.57441,1.16202,8.911e-05,8.911e-05,8.911e-05
13,305.932,1.24213,1.84944,1.38954,0.61492,0.43613,0.51311,0.3847,0.89153,1.55006,1.15861,8.812e-05,8.812e-05,8.812e-05
