epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.094,1.71394,3.36719,1.75256,0.00273,0.43494,0.03992,0.01277,2.4735,4.00528,2.51123,0.084016,1.6e-05,1.6e-05
2,33.4108,1.31293,2.53307,1.42488,0.00258,0.41674,0.02859,0.00961,2.68932,3.91955,2.76242,0.0670328,3.27822e-05,3.27822e-05
3,46.5031,1.25197,2.1804,1.38813,0.00513,0.71352,0.12894,0.07044,1.67718,3.45753,1.62235,0.0500493,4.934e-05,4.934e-05
4,58.9285,1.24215,2.02836,1.3842,0.0098,0.777,0.28652,0.17789,1.37374,2.91745,1.34603,0.0330657,6.56734e-05,6.56734e-05
5,73.0001,1.23804,1.87825,1.37524,0.78758,0.30107,0.41054,0.23854,1.45489,2.36762,1.39165,0.0160818,8.17824e-05,8.17824e-05
6,84.6535,1.20599,1.72745,1.3503,0.52126,0.47049,0.47143,0.27266,1.52242,1.97611,1.43645,9.67e-05,9.67e-05,9.67e-05
7,96.5715,1.18826,1.61227,1.33567,0.53309,0.50322,0.50897,0.30158,1.48689,1.80844,1.40093,9.604e-05,9.604e-05,9.604e-05
8,108.76,1.14048,1.53792,1.31484,0.64478,0.51586,0.57038,0.32484,1.52799,1.52344,1.42334,9.538e-05,9.538e-05,9.538e-05
9,123.714,1.15343,1.46319,1.30832,0.68724,0.49781,0.59512,0.36706,1.3774,1.39091,1.33137,9.472e-05,9.472e-05,9.472e-05
10,134.367,1.15225,1.41643,1.32452,0.58486,0.58406,0.58008,0.32504,1.57729,1.43514,1.47618,9.406e-05,9.406e-05,9.406e-05
11,147.537,1.14664,1.3766,1.30444,0.70654,0.53304,0.60228,0.35031,1.46571,1.3464,1.4114,9.34e-05,9.34e-05,9.34e-05
12,158.98,1.11958,1.376,1.29218,0.78937,0.54465,0.65696,0.39781,1.39933,1.23649,1.35921,9.274e-05,9.274e-05,9.274e-05
