epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.3535,1.76624,3.30386,1.80571,0.0037,0.47934,0.02814,0.00988,2.1331,3.70036,2.32879,0.08416,0.00016,0.00016
2,34.3804,1.34807,2.20731,1.4817,0.78733,0.02622,0.09174,0.02417,2.28691,3.89361,3.10332,0.0673235,0.000323466,0.000323466
3,46.9982,1.2898,1.80438,1.47962,0.24167,0.14516,0.07201,0.02129,2.61563,4.04567,3.56063,0.0504802,0.0004802,0.0004802
4,58.2117,1.28593,1.6555,1.46021,0.60975,0.36671,0.4435,0.19287,2.07638,2.13473,2.10481,0.0336302,0.000630202,0.000630202
5,70.6728,1.25811,1.56662,1.43612,0.74022,0.44373,0.51443,0.24158,1.9792,1.93831,2.00643,0.0167735,0.000773472,0.000773472
6,81.9929,1.28334,1.56273,1.44721,0.68309,0.46741,0.55715,0.31574,1.60056,1.61864,1.66525,0.000901,0.000901,0.000901
7,93.0559,1.267,1.44924,1.4211,0.65253,0.46288,0.51183,0.2614,1.66217,2.17325,1.71331,0.0008812,0.0008812,0.0008812
8,105.658,1.21604,1.35239,1.3943,0.56705,0.4858,0.54733,0.30558,1.64124,1.76837,1.72766,0.0008614,0.0008614,0.0008614
9,121.127,1.2404,1.34095,1.41369,0.59492,0.57783,0.57717,0.3282,1.44367,1.48872,1.56872,0.0008416,0.0008416,0.0008416
10,132.315,1.22088,1.30142,1.41769,0.62737,0.52818,0.54759,0.27042,1.73178,1.82503,1.71373,0.0008218,0.0008218,0.0008218
11,144.273,1.18317,1.23787,1.37194,0.55954,0.50837,0.52435,0.29742,1.59086,1.52566,1.57198,0.000802,0.000802,0.000802
12,155.757,1.17154,1.25176,1.3731,0.56085,0.62409,0.56627,0.36442,1.15611,1.43844,1.38498,0.0007822,0.0007822,0.0007822
13,168.291,1.1443,1.20913,1.32649,0.49543,0.61116,0.5165,0.31192,1.2964,1.61943,1.39251,0.0007624,0.0007624,0.0007624
14,180.471,1.11768,1.22469,1.32562,0.70773,0.62573,0.65285,0.40956,1.23934,1.29108,1.3744,0.0007426,0.0007426,0.0007426
15,194.336,1.09952,1.14247,1.33003,0.76044,0.52162,0.67396,0.41318,1.35038,1.30958,1.40408,0.0007228,0.0007228,0.0007228
16,205.73,1.09017,1.11031,1.31759,0.71604,0.64545,0.70429,0.35331,1.68741,1.42045,1.68343,0.000703,0.000703,0.000703
17,217.043,1.10041,1.13183,1.32026,0.77167,0.63364,0.69888,0.42174,1.33801,1.19381,1.40317,0.0006832,0.0006832,0.0006832
18,229.75,1.04915,1.07451,1.29506,0.66074,0.58211,0.6458,0.42873,1.16726,1.2405,1.35879,0.0006634,0.0006634,0.0006634
19,243.633,1.09149,1.08991,1.31338,0.77129,0.54612,0.62894,0.39649,1.27311,1.22282,1.35547,0.0006436,0.0006436,0.0006436
20,254.738,1.05366,1.05746,1.30676,0.68348,0.54308,0.63622,0.39413,1.41482,1.28043,1.44573,0.0006238,0.0006238,0.0006238
21,266.686,1.08116,1.05209,1.31279,0.66004,0.61795,0.63362,0.41269,1.21068,1.15132,1.31564,0.000604,0.000604,0.000604
22,279.318,1.07295,1.00442,1.30298,0.72145,0.66633,0.71813,0.47257,1.206,1.02641,1.3029,0.0005842,0.0005842,0.0005842
23,290.291,1.01923,0.94385,1.27535,0.77941,0.66944,0.72897,0.47066,1.25186,1.08349,1.32541,0.0005644,0.0005644,0.0005644
24,302.489,1.05856,1.01713,1.29343,0.80976,0.61394,0.72114,0.43653,1.38319,1.07902,1.40674,0.0005446,0.0005446,0.0005446
25,314.094,1.0231,0.97583,1.26699,0.77362,0.66562,0.75128,0.48346,1.33852,1.04879,1.36502,0.0005248,0.0005248,0.0005248
26,326.161,1.01957,0.94244,1.25188,0.74524,0.66126,0.74964,0.46564,1.30326,1.05477,1.32812,0.000505,0.000505,0.000505
27,341.493,1.03457,0.93187,1.27194,0.82268,0.65906,0.76038,0.52944,1.09873,0.97419,1.25195,0.0004852,0.0004852,0.0004852
28,352.088,0.99712,0.91091,1.23916,0.80284,0.69196,0.78212,0.47344,1.38362,1.01009,1.40961,0.0004654,0.0004654,0.0004654
29,365.355,0.98787,0.89322,1.25601,0.84405,0.63889,0.74126,0.44281,1.40819,1.06692,1.42236,0.0004456,0.0004456,0.0004456
30,375.913,0.992,0.90558,1.24511,0.82689,0.63784,0.76841,0.53885,1.02749,0.98915,1.19538,0.0004258,0.0004258,0.0004258
31,391.558,0.98034,0.87847,1.23587,0.82775,0.61627,0.75556,0.55066,0.93782,0.949,1.11184,0.000406,0.000406,0.000406
32,402.796,0.96886,0.86984,1.22656,0.76127,0.71457,0.78776,0.53126,1.12707,0.93807,1.18035,0.0003862,0.0003862,0.0003862
33,415.757,0.9742,0.84052,1.21751,0.80254,0.66466,0.77233,0.54253,1.08865,0.97889,1.18198,0.0003664,0.0003664,0.0003664
34,427.532,0.93887,0.83945,1.19518,0.6741,0.68094,0.72113,0.47554,1.174,1.09371,1.2517,0.0003466,0.0003466,0.0003466
35,439.019,0.95165,0.83701,1.23147,0.76196,0.68895,0.79144,0.53742,1.14402,0.92837,1.20602,0.0003268,0.0003268,0.0003268
36,450.835,0.93604,0.82493,1.2092,0.80022,0.68068,0.77205,0.50297,1.212,0.93983,1.28099,0.000307,0.000307,0.000307
37,463.013,0.93953,0.81158,1.20662,0.76784,0.66756,0.76345,0.55632,0.98037,0.92578,1.18916,0.0002872,0.0002872,0.0002872
38,474.144,0.95008,0.81794,1.19899,0.69101,0.68107,0.71822,0.50411,1.00903,1.12463,1.18251,0.0002674,0.0002674,0.0002674
39,486.371,0.94028,0.79955,1.20296,0.82512,0.70403,0.77837,0.56206,1.01435,0.89189,1.13429,0.0002476,0.0002476,0.0002476
40,499.417,0.91606,0.78335,1.19041,0.77362,0.72974,0.79061,0.57999,0.91177,0.85154,1.083,0.0002278,0.0002278,0.0002278
41,522.724,0.81797,0.79195,1.13618,0.87382,0.65929,0.77535,0.54954,1.03686,0.92072,1.15384,0.000208,0.000208,0.000208
42,536.178,0.83317,0.74033,1.1504,0.81192,0.69814,0.78999,0.53775,1.15297,0.89152,1.22461,0.0001882,0.0001882,0.0001882
43,548.495,0.77229,0.68913,1.12427,0.78293,0.70241,0.78173,0.51862,1.17445,0.89774,1.2176,0.0001684,0.0001684,0.0001684
44,560.074,0.79282,0.63321,1.11047,0.87269,0.67817,0.79611,0.55995,1.05909,0.83555,1.14551,0.0001486,0.0001486,0.0001486
45,572.943,0.76529,0.62549,1.08931,0.82327,0.69556,0.79832,0.56271,1.02498,0.81814,1.12761,0.0001288,0.0001288,0.0001288
46,584.456,0.76664,0.61143,1.09911,0.81214,0.70022,0.79294,0.54026,1.08905,0.85205,1.16417,0.000109,0.000109,0.000109
47,595.845,0.78628,0.60904,1.11549,0.84476,0.70935,0.79767,0.54739,1.06276,0.83289,1.14884,8.92e-05,8.92e-05,8.92e-05
48,606.337,0.77573,0.62019,1.1053,0.81469,0.71719,0.80129,0.57176,0.93205,0.80657,1.08273,6.94e-05,6.94e-05,6.94e-05
49,620.896,0.78711,0.5936,1.1145,0.82822,0.71607,0.80099,0.56428,1.0076,0.83141,1.11146,4.96e-05,4.96e-05,4.96e-05
50,632.019,0.76042,0.58191,1.09078,0.84619,0.70364,0.80731,0.57218,1.01247,0.82153,1.11087,2.98e-05,2.98e-05,2.98e-05
