epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.2172,1.27422,2.9654,1.56455,0.61665,0.188,0.31,0.21654,1.01274,2.69098,1.28708,0.000469328,0.000469328,0.000469328
2,43.5028,1.16629,2.29734,1.47122,0.46129,0.45027,0.43072,0.25911,1.24551,2.45325,1.53806,0.0009363,0.0009363,0.0009363
3,63.7387,1.15755,2.11328,1.45032,0.48808,0.51744,0.46847,0.29566,1.14666,2.35093,1.50977,0.00139384,0.00139384,0.00139384
4,84.4973,1.19173,1.98511,1.47862,0.68576,0.57743,0.62346,0.41456,1.1667,1.81335,1.45353,0.00138656,0.00138656,0.00138656
5,103.759,1.13257,1.85343,1.43199,0.73111,0.52864,0.62528,0.38888,1.17381,1.72722,1.40884,0.00137241,0.00137241,0.00137241
6,124.781,1.14578,1.77992,1.47095,0.71243,0.58251,0.6386,0.38582,1.29014,1.6949,1.49036,0.00135826,0.00135826,0.00135826
7,144.07,1.13737,1.70624,1.44476,0.72421,0.54524,0.64293,0.43439,1.10627,1.53708,1.41067,0.00134412,0.00134412,0.00134412
8,164.97,1.13285,1.63299,1.41251,0.75493,0.59528,0.684,0.47939,1.06916,1.38179,1.35065,0.00132997,0.00132997,0.00132997
9,184.558,1.10247,1.60183,1.435,0.61747,0.56433,0.61197,0.41303,1.12689,1.58109,1.37617,0.00131582,0.00131582,0.00131582
10,205.347,1.07928,1.5217,1.4142,0.79169,0.5934,0.72277,0.48046,1.15618,1.31089,1.37027,0.00130168,0.00130168,0.00130168
11,226.036,1.08145,1.47529,1.39194,0.7935,0.65512,0.73832,0.49515,1.18641,1.29076,1.38485,0.00128753,0.00128753,0.00128753
12,245.439,1.06498,1.40063,1.38193,0.77032,0.62707,0.7054,0.47497,1.12592,1.33067,1.35013,0.00127338,0.00127338,0.00127338
13,265.419,1.02872,1.35853,1.35961,0.64809,0.62651,0.63927,0.46029,1.01374,1.42175,1.31488,0.00125923,0.00125923,0.00125923
14,286.556,1.01553,1.37441,1.34848,0.71887,0.65438,0.70144,0.49016,1.02758,1.2946,1.27042,0.00124509,0.00124509,0.00124509
15,307.39,1.01956,1.3177,1.35449,0.84601,0.62071,0.73694,0.51519,1.13172,1.21587,1.35031,0.00123094,0.00123094,0.00123094
16,328.144,1.01549,1.28293,1.3786,0.73219,0.64061,0.70796,0.50671,1.09906,1.23384,1.30812,0.00121679,0.00121679,0.00121679
17,348.822,1.00684,1.24733,1.35828,0.79268,0.6875,0.76917,0.56241,1.01737,1.1107,1.27011,0.00120265,0.00120265,0.00120265
18,368.167,0.93847,1.19511,1.3026,0.73975,0.64567,0.7333,0.50715,1.08931,1.17792,1.29981,0.0011885,0.0011885,0.0011885
19,387.137,0.97534,1.20557,1.31752,0.70498,0.64996,0.74325,0.51816,1.06309,1.16086,1.27783,0.00117435,0.00117435,0.00117435
20,407.523,0.9727,1.19134,1.3042,0.79326,0.65916,0.75527,0.55289,1.00655,1.09123,1.24572,0.00116021,0.00116021,0.00116021
