epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.3782,1.48622,3.36259,1.51081,0.00284,0.45915,0.01972,0.00695,2.63889,3.9923,2.64094,0.084016,1.6e-05,1.6e-05
2,32.9231,1.18628,2.53304,1.29292,0.00208,0.32968,0.01446,0.0034,3.08034,3.92585,3.14185,0.0670327,3.26733e-05,3.26733e-05
3,44.8855,1.09728,2.18318,1.2579,0.00402,0.57106,0.07941,0.03093,1.95023,3.85813,2.01181,0.050049,4.901e-05,4.901e-05
4,57.2743,1.08455,2.03961,1.28601,0.02999,0.64721,0.21742,0.14892,0.98733,3.31385,1.18341,0.033065,6.50101e-05,6.50101e-05
5,69.6572,1.03161,1.87804,1.22792,0.71111,0.19043,0.347,0.25748,0.96809,2.62701,1.15031,0.0160807,8.06736e-05,8.06736e-05
6,81.2174,1.04751,1.74569,1.23568,0.579,0.44351,0.47855,0.35678,0.92688,1.97705,1.14095,9.505e-05,9.505e-05,9.505e-05
7,92.452,1.01021,1.60219,1.21477,0.52326,0.48574,0.5177,0.39023,0.93704,1.72582,1.14556,9.406e-05,9.406e-05,9.406e-05
8,104.511,0.99947,1.48765,1.20446,0.58276,0.49136,0.52407,0.39936,0.88057,1.50698,1.14171,9.307e-05,9.307e-05,9.307e-05
9,118.944,0.9746,1.43836,1.17706,0.5935,0.57206,0.59493,0.45906,0.88883,1.3452,1.15811,9.208e-05,9.208e-05,9.208e-05
10,130.355,0.94279,1.37208,1.18053,0.65087,0.51465,0.58651,0.44078,0.94485,1.36068,1.16451,9.109e-05,9.109e-05,9.109e-05
11,142.064,0.93046,1.30763,1.14966,0.74909,0.48327,0.6032,0.4585,0.84594,1.21247,1.12888,9.01e-05,9.01e-05,9.01e-05
12,153.717,0.92843,1.28913,1.16703,0.69686,0.56577,0.65594,0.50167,0.85923,1.16565,1.13988,8.911e-05,8.911e-05,8.911e-05
13,167.287,0.91492,1.25853,1.12675,0.63987,0.60833,0.66172,0.5175,0.79623,1.12653,1.13167,8.812e-05,8.812e-05,8.812e-05
14,178.663,0.91536,1.2205,1.12886,0.69672,0.61793,0.68789,0.51093,0.91624,1.12962,1.14948,8.713e-05,8.713e-05,8.713e-05
15,192.814,0.84748,1.14567,1.11158,0.80453,0.53923,0.67576,0.51832,0.84891,1.10977,1.12418,8.614e-05,8.614e-05,8.614e-05
16,203.872,0.87117,1.15802,1.12226,0.66715,0.57426,0.65772,0.50316,0.85164,1.15303,1.11074,8.515e-05,8.515e-05,8.515e-05
17,214.658,0.87045,1.12206,1.11955,0.66026,0.65216,0.69585,0.54479,0.81272,1.08219,1.09891,8.416e-05,8.416e-05,8.416e-05
18,227.92,0.86626,1.10164,1.12521,0.61159,0.66775,0.67677,0.51993,0.82552,1.06903,1.09663,8.317e-05,8.317e-05,8.317e-05
19,240.585,0.85146,1.12021,1.10996,0.71311,0.62914,0.68693,0.53303,0.82557,1.02677,1.10001,8.218e-05,8.218e-05,8.218e-05
20,252.424,0.81494,1.02649,1.09377,0.63992,0.65234,0.68296,0.53801,0.78123,1.05082,1.08594,8.119e-05,8.119e-05,8.119e-05
